Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SLFN5","Schlafen Family Member 5","Protein Coding","32","GC17P035243","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLFN5"
"LINC02418","Long Intergenic Non-Protein Coding RNA 2418","RNA Gene","9","GC12M130035","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02418"
"WBP1","WW Domain Binding Protein 1","Protein Coding","33","GC02P074458","0.589668989181519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP1"
"MAP4K1","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 1","Protein Coding","43","GC19M038587","0.589253306388855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K1"
"UNC5CL","Unc-5 Family C-Terminal Like","Protein Coding","33","GC06M061485","0.589253306388855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5CL"
"SOX10","SRY-Box Transcription Factor 10","Protein Coding","45","GC22M056089","0.589166164398193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX10"
"TRIM29","Tripartite Motif Containing 29","Protein Coding","40","GC11M120111","0.589166164398193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM29"
"CAPN5","Calpain 5","Protein Coding","44","GC11P077066","0.583774983882904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN5"
"PYGB","Glycogen Phosphorylase B","Protein Coding","42","GC20P025248","0.581563889980316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGB"
"MIR596","MicroRNA 596","RNA Gene","15","GC08P001817","0.581563889980316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR596"
"MIR4767","MicroRNA 4767","RNA Gene","13","GC0XP007148","0.581563889980316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4767"
"UBTD2","Ubiquitin Domain Containing 2","Protein Coding","34","GC05M172209","0.581392288208008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTD2"
"ADCY2","Adenylate Cyclase 2","Protein Coding","46","GC05P007396","0.581052243709564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY2"
"ATP1A3","ATPase Na+/K+ Transporting Subunit Alpha 3","Protein Coding","48","GC19M041966","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A3"
"PIP5K1C","Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Gamma","Protein Coding","48","GC19M004531","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1C"
"GNAO1","G Protein Subunit Alpha O1","Protein Coding","46","GC16P056231","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAO1"
"STAG2","Stromal Antigen 2","Protein Coding","44","GC0XP123960","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG2"
"SOX3","SRY-Box Transcription Factor 3","Protein Coding","44","GC0XM140502","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX3"
"SLC19A2","Solute Carrier Family 19 Member 2","Protein Coding","44","GC01M169463","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A2"
"FOLR2","Folate Receptor Beta","Protein Coding","42","GC11P072216","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLR2"
"PICK1","Protein Interacting With PRKCA 1","Protein Coding","42","GC22P038056","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PICK1"
"NPTX2","Neuronal Pentraxin 2","Protein Coding","41","GC07P098620","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTX2"
"ART3","ADP-Ribosyltransferase 3 (Inactive)","Protein Coding","41","GC04P076011","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ART3"
"PEMT","Phosphatidylethanolamine N-Methyltransferase","Protein Coding","40","GC17M017539","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEMT"
"CC2D1A","Coiled-Coil And C2 Domain Containing 1A","Protein Coding","40","GC19P014001","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CC2D1A"
"KCNN1","Potassium Calcium-Activated Channel Subfamily N Member 1","Protein Coding","39","GC19P050943","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNN1"
"GGA1","Golgi Associated, Gamma Adaptin Ear Containing, ARF Binding Protein 1","Protein Coding","37","GC22P037608","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGA1"
"ACAP2","ArfGAP With Coiled-Coil, Ankyrin Repeat And PH Domains 2","Protein Coding","37","GC03M195274","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAP2"
"PLP2","Proteolipid Protein 2","Protein Coding","37","GC0XP049171","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLP2"
"DLEC1","DLEC1 Cilia And Flagella Associated Protein","Protein Coding","37","GC03P038038","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEC1"
"CST5","Cystatin D","Protein Coding","37","GC20M023875","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST5"
"INHBC","Inhibin Subunit Beta C","Protein Coding","37","GC12P057434","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBC"
"RABAC1","Rab Acceptor 1","Protein Coding","35","GC19M041956","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABAC1"
"HES5","Hes Family BHLH Transcription Factor 5","Protein Coding","34","GC01M002528","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES5"
"NKD2","NKD Inhibitor Of WNT Signaling Pathway 2","Protein Coding","33","GC05P001008","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKD2"
"SLFN12","Schlafen Family Member 12","Protein Coding","33","GC17M035526","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLFN12"
"POU5F1B","POU Class 5 Homeobox 1B","Protein Coding","33","GC08P127322","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1B"
"ABHD15","Abhydrolase Domain Containing 15","Protein Coding","30","GC17M029560","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD15"
"LTO1","LTO1 Maturation Factor Of ABCE1","Protein Coding","27","GC11M084871","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTO1"
"ILRUN","Inflammation And Lipid Regulator With UBA-Like And NBR1-Like Domains","Protein Coding","26","GC06M062133","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILRUN"
"MIR652","MicroRNA 652","RNA Gene","17","GC0XP110055","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR652"
"MIR516B1","MicroRNA 516b-1","RNA Gene","16","GC19P053736","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516B1"
"RGMB-AS1","RGMB Antisense RNA 1","RNA Gene","15","GC05M098769","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGMB-AS1"
"TRAJ56","T Cell Receptor Alpha Joining 56","Protein Coding","9","GC14P030796","0.580661594867706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAJ56"
"IL27","Interleukin 27","Protein Coding","37","GC16M028645","0.578183770179749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27"
"HTR3A","5-Hydroxytryptamine Receptor 3A","Protein Coding","46","GC11P113974","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A"
"SIX3","SIX Homeobox 3","Protein Coding","43","GC02P044941","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX3"
"NDUFA2","NADH:Ubiquinone Oxidoreductase Subunit A2","Protein Coding","42","GC05M140672","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA2"
"TCN2","Transcobalamin 2","Protein Coding","42","GC22P033722","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN2"
"MLC1","Modulator Of VRAC Current 1","Protein Coding","42","GC22M050059","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLC1"
"PLA2G4C","Phospholipase A2 Group IVC","Protein Coding","42","GC19M048047","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4C"
"GCNT1","Glucosaminyl (N-Acetyl) Transferase 1","Protein Coding","41","GC09P076420","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT1"
"RAB3GAP1","RAB3 GTPase Activating Protein Catalytic Subunit 1","Protein Coding","41","GC02P135052","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP1"
"TMC8","Transmembrane Channel Like 8","Protein Coding","40","GC17P078130","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMC8"
"ABCC10","ATP Binding Cassette Subfamily C Member 10","Protein Coding","40","GC06P043427","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC10"
"COLEC12","Collectin Subfamily Member 12","Protein Coding","40","GC18M000318","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLEC12"
"IBTK","Inhibitor Of Bruton Tyrosine Kinase","Protein Coding","39","GC06M082169","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBTK"
"CD177","CD177 Molecule","Protein Coding","39","GC19P043353","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD177"
"OSCAR","Osteoclast Associated Ig-Like Receptor","Protein Coding","38","GC19M054094","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSCAR"
"ORC3","Origin Recognition Complex Subunit 3","Protein Coding","37","GC06P087590","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORC3"
"RBM23","RNA Binding Motif Protein 23","Protein Coding","36","GC14M022902","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM23"
"ATG2A","Autophagy Related 2A","Protein Coding","36","GC11M084637","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG2A"
"SLC39A9","Solute Carrier Family 39 Member 9","Protein Coding","36","GC14P069398","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A9"
"ZNF326","Zinc Finger Protein 326","Protein Coding","36","GC01P089995","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF326"
"BLOC1S2","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 2","Protein Coding","34","GC10M100273","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S2"
"GET4","Guided Entry Of Tail-Anchored Proteins Factor 4","Protein Coding","33","GC07P000876","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GET4"
"CCDC85B","Coiled-Coil Domain Containing 85B","Protein Coding","33","GC11P065890","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC85B"
"SAPCD2","Suppressor APC Domain Containing 2","Protein Coding","31","GC09M137062","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAPCD2"
"DUX4L1","Double Homeobox 4 Like 1 (Pseudogene)","Pseudogene","14","GC04P190084","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUX4L1"
"MIR564","MicroRNA 564","RNA Gene","14","GC03P046247","0.577107965946198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR564"
"ANXA6","Annexin A6","Protein Coding","41","GC05M151100","0.576776146888733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA6"
"HAMP","Hepcidin Antimicrobial Peptide","Protein Coding","44","GC19P051384","0.575694262981415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAMP"
"HBD","Hemoglobin Subunit Delta","Protein Coding","39","GC11M005232","0.575694262981415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBD"
"LYST","Lysosomal Trafficking Regulator","Protein Coding","38","GC01M235661","0.575694262981415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYST"
"ZGRF1","Zinc Finger GRF-Type Containing 1","Protein Coding","32","GC04M112539","0.575694262981415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZGRF1"
"MAPK4","Mitogen-Activated Protein Kinase 4","Protein Coding","44","GC18P050564","0.575570642948151","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK4"
"NUDT2","Nudix Hydrolase 2","Protein Coding","40","GC09P034329","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT2"
"MRPS12","Mitochondrial Ribosomal Protein S12","Protein Coding","38","GC19P038930","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS12"
"TRIM36","Tripartite Motif Containing 36","Protein Coding","38","GC05M115124","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM36"
"IL34","Interleukin 34","Protein Coding","38","GC16P071342","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL34"
"TCEAL1","Transcription Elongation Factor A Like 1","Protein Coding","37","GC0XP103628","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL1"
"H2AC13","H2A Clustered Histone 13","Protein Coding","29","GC06P076681","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC13"
"MIR891B","MicroRNA 891b","RNA Gene","13","GC0XM146001","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR891B"
"LEPQTL1","Leptin, Serum Levels Of","Genetic Locus","3","GC02U903086","0.573081135749817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPQTL1"
"PCNT","Pericentrin","Protein Coding","43","GC21P046324","0.571851968765259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNT"
"S100A7","S100 Calcium Binding Protein A7","Protein Coding","40","GC01M153457","0.571851968765259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A7"
"NT5C1A","5'-Nucleotidase, Cytosolic IA","Protein Coding","39","GC01M039659","0.570268154144287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C1A"
"SLC12A5","Solute Carrier Family 12 Member 5","Protein Coding","47","GC20P046021","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A5"
"LAMB2","Laminin Subunit Beta 2","Protein Coding","46","GC03M049121","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB2"
"FADS2","Fatty Acid Desaturase 2","Protein Coding","44","GC11P061792","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"
"POLR3B","RNA Polymerase III Subunit B","Protein Coding","43","GC12P106357","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3B"
"CLCN6","Chloride Voltage-Gated Channel 6","Protein Coding","43","GC01P011806","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN6"
"SLC14A1","Solute Carrier Family 14 Member 1 (Kidd Blood Group)","Protein Coding","43","GC18P045687","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC14A1"
"EDA","Ectodysplasin A","Protein Coding","42","GC0XP069618","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDA"
"ROBO4","Roundabout Guidance Receptor 4","Protein Coding","42","GC11M124883","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO4"
"EDEM1","ER Degradation Enhancing Alpha-Mannosidase Like Protein 1","Protein Coding","42","GC03P005187","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDEM1"
"MEIS2","Meis Homeobox 2","Protein Coding","42","GC15M036889","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEIS2"
"COQ2","Coenzyme Q2, Polyprenyltransferase","Protein Coding","41","GC04M083261","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ2"
"TRAPPC4","Trafficking Protein Particle Complex Subunit 4","Protein Coding","40","GC11P119018","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC4"
"TSPAN1","Tetraspanin 1","Protein Coding","40","GC01P046175","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN1"
"CEP63","Centrosomal Protein 63","Protein Coding","40","GC03P134485","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP63"
"BRF1","BRF1 RNA Polymerase III Transcription Initiation Factor Subunit","Protein Coding","40","GC14M112089","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRF1"
"NEU2","Neuraminidase 2","Protein Coding","39","GC02P233032","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU2"
"ELF4","E74 Like ETS Transcription Factor 4","Protein Coding","39","GC0XM130064","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF4"
"LILRB4","Leukocyte Immunoglobulin Like Receptor B4","Protein Coding","38","GC19P054643","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB4"
"PCDH1","Protocadherin 1","Protein Coding","38","GC05M141900","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH1"
"RRAGA","Ras Related GTP Binding A","Protein Coding","38","GC09P019049","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRAGA"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","38","GC01M153960","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"FAM107A","Family With Sequence Similarity 107 Member A","Protein Coding","37","GC03M058714","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM107A"
"GPR12","G Protein-Coupled Receptor 12","Protein Coding","37","GC13M026755","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR12"
"MEX3B","Mex-3 RNA Binding Family Member B","Protein Coding","37","GC15M082041","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEX3B"
"RND1","Rho Family GTPase 1","Protein Coding","37","GC12M048857","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RND1"
"SFMBT1","Scm Like With Four Mbt Domains 1","Protein Coding","37","GC03M052930","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFMBT1"
"SH3BGRL","SH3 Domain Binding Glutamate Rich Protein Like","Protein Coding","37","GC0XP081201","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BGRL"
"RNF166","Ring Finger Protein 166","Protein Coding","37","GC16M088696","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF166"
"BPIFA1","BPI Fold Containing Family A Member 1","Protein Coding","36","GC20P033235","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPIFA1"
"NR2C2AP","Nuclear Receptor 2C2 Associated Protein","Protein Coding","34","GC19M019201","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2AP"
"AJAP1","Adherens Junctions Associated Protein 1","Protein Coding","34","GC01P004654","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AJAP1"
"ZKSCAN4","Zinc Finger With KRAB And SCAN Domains 4","Protein Coding","34","GC06M061073","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZKSCAN4"
"CCDC170","Coiled-Coil Domain Containing 170","Protein Coding","33","GC06P151494","0.568932235240936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC170"
